Country_name,alpha-3,Year,suicide_percentage,ISO 3166 Country Code,Latitude,Longitude
Burundi,BDI,1990,0.64,BI,-3.5,30
Burundi,BDI,1991,0.63,BI,-3.5,30
Burundi,BDI,1992,0.63,BI,-3.5,30
Burundi,BDI,1993,0.64,BI,-3.5,30
Burundi,BDI,1994,0.57,BI,-3.5,30
Burundi,BDI,1995,0.56,BI,-3.5,30
Burundi,BDI,1996,0.56,BI,-3.5,30
Burundi,BDI,1997,0.56,BI,-3.5,30
Burundi,BDI,1998,0.56,BI,-3.5,30
Burundi,BDI,1999,0.55,BI,-3.5,30
Burundi,BDI,2000,0.54,BI,-3.5,30
Burundi,BDI,2001,0.54,BI,-3.5,30
Burundi,BDI,2002,0.55,BI,-3.5,30
Burundi,BDI,2003,0.56,BI,-3.5,30
Burundi,BDI,2004,0.58,BI,-3.5,30
Burundi,BDI,2005,0.6,BI,-3.5,30
Burundi,BDI,2006,0.69,BI,-3.5,30
Burundi,BDI,2007,0.71,BI,-3.5,30
Burundi,BDI,2008,0.72,BI,-3.5,30
Burundi,BDI,2009,0.73,BI,-3.5,30
Burundi,BDI,2010,0.76,BI,-3.5,30
Burundi,BDI,2011,0.78,BI,-3.5,30
Burundi,BDI,2012,0.81,BI,-3.5,30
Burundi,BDI,2013,0.83,BI,-3.5,30
Burundi,BDI,2014,0.84,BI,-3.5,30
Burundi,BDI,2015,0.84,BI,-3.5,30
Burundi,BDI,2016,0.87,BI,-3.5,30
Burundi,BDI,2017,0.89,BI,-3.5,30
Burundi,BDI,2018,0.93,BI,-3.5,30
Burundi,BDI,2019,0.96,BI,-3.5,30
Somalia,SOM,1990,0.44,SO,10,49
Somalia,SOM,1991,0.43,SO,10,49
Somalia,SOM,1992,0.45,SO,10,49
Somalia,SOM,1993,0.48,SO,10,49
Somalia,SOM,1994,0.48,SO,10,49
Somalia,SOM,1995,0.49,SO,10,49
Somalia,SOM,1996,0.5,SO,10,49
Somalia,SOM,1997,0.49,SO,10,49
Somalia,SOM,1998,0.51,SO,10,49
Somalia,SOM,1999,0.52,SO,10,49
Somalia,SOM,2000,0.52,SO,10,49
Somalia,SOM,2001,0.52,SO,10,49
Somalia,SOM,2002,0.53,SO,10,49
Somalia,SOM,2003,0.53,SO,10,49
Somalia,SOM,2004,0.54,SO,10,49
Somalia,SOM,2005,0.55,SO,10,49
Somalia,SOM,2006,0.55,SO,10,49
Somalia,SOM,2007,0.55,SO,10,49
Somalia,SOM,2008,0.57,SO,10,49
Somalia,SOM,2009,0.58,SO,10,49
Somalia,SOM,2010,0.55,SO,10,49
Somalia,SOM,2011,0.56,SO,10,49
Somalia,SOM,2012,0.6,SO,10,49
Somalia,SOM,2013,0.63,SO,10,49
Somalia,SOM,2014,0.64,SO,10,49
Somalia,SOM,2015,0.66,SO,10,49
Somalia,SOM,2016,0.67,SO,10,49
Somalia,SOM,2017,0.67,SO,10,49
Somalia,SOM,2018,0.7,SO,10,49
Somalia,SOM,2019,0.72,SO,10,49
Mozambique,MOZ,1990,0.43,MZ,-18.25,35
Mozambique,MOZ,1991,0.43,MZ,-18.25,35
Mozambique,MOZ,1992,0.44,MZ,-18.25,35
Mozambique,MOZ,1993,0.45,MZ,-18.25,35
Mozambique,MOZ,1994,0.45,MZ,-18.25,35
Mozambique,MOZ,1995,0.45,MZ,-18.25,35
Mozambique,MOZ,1996,0.45,MZ,-18.25,35
Mozambique,MOZ,1997,0.45,MZ,-18.25,35
Mozambique,MOZ,1998,0.46,MZ,-18.25,35
Mozambique,MOZ,1999,0.46,MZ,-18.25,35
Mozambique,MOZ,2000,0.47,MZ,-18.25,35
Mozambique,MOZ,2001,0.47,MZ,-18.25,35
Mozambique,MOZ,2002,0.47,MZ,-18.25,35
Mozambique,MOZ,2003,0.48,MZ,-18.25,35
Mozambique,MOZ,2004,0.5,MZ,-18.25,35
Mozambique,MOZ,2005,0.53,MZ,-18.25,35
Mozambique,MOZ,2006,0.55,MZ,-18.25,35
Mozambique,MOZ,2007,0.59,MZ,-18.25,35
Mozambique,MOZ,2008,0.63,MZ,-18.25,35
Mozambique,MOZ,2009,0.66,MZ,-18.25,35
Mozambique,MOZ,2010,0.69,MZ,-18.25,35
Mozambique,MOZ,2011,0.71,MZ,-18.25,35
Mozambique,MOZ,2012,0.73,MZ,-18.25,35
Mozambique,MOZ,2013,0.76,MZ,-18.25,35
Mozambique,MOZ,2014,0.79,MZ,-18.25,35
Mozambique,MOZ,2015,0.83,MZ,-18.25,35
Mozambique,MOZ,2016,0.86,MZ,-18.25,35
Mozambique,MOZ,2017,0.88,MZ,-18.25,35
Mozambique,MOZ,2018,0.9,MZ,-18.25,35
Mozambique,MOZ,2019,0.92,MZ,-18.25,35
Afghanistan,AFG,1990,0.38,AF,33,65
Afghanistan,AFG,1991,0.39,AF,33,65
Afghanistan,AFG,1992,0.41,AF,33,65
Afghanistan,AFG,1993,0.42,AF,33,65
Afghanistan,AFG,1994,0.41,AF,33,65
Afghanistan,AFG,1995,0.42,AF,33,65
Afghanistan,AFG,1996,0.43,AF,33,65
Afghanistan,AFG,1997,0.43,AF,33,65
Afghanistan,AFG,1998,0.41,AF,33,65
Afghanistan,AFG,1999,0.43,AF,33,65
Afghanistan,AFG,2000,0.44,AF,33,65
Afghanistan,AFG,2001,0.46,AF,33,65
Afghanistan,AFG,2002,0.46,AF,33,65
Afghanistan,AFG,2003,0.49,AF,33,65
Afghanistan,AFG,2004,0.51,AF,33,65
Afghanistan,AFG,2005,0.52,AF,33,65
Afghanistan,AFG,2006,0.53,AF,33,65
Afghanistan,AFG,2007,0.54,AF,33,65
Afghanistan,AFG,2008,0.55,AF,33,65
Afghanistan,AFG,2009,0.57,AF,33,65
Afghanistan,AFG,2010,0.58,AF,33,65
Afghanistan,AFG,2011,0.59,AF,33,65
Afghanistan,AFG,2012,0.6,AF,33,65
Afghanistan,AFG,2013,0.61,AF,33,65
Afghanistan,AFG,2014,0.6,AF,33,65
Afghanistan,AFG,2015,0.59,AF,33,65
Afghanistan,AFG,2016,0.59,AF,33,65
Afghanistan,AFG,2017,0.63,AF,33,65
Afghanistan,AFG,2018,0.62,AF,33,65
Afghanistan,AFG,2019,0.64,AF,33,65
Liberia,LBR,1990,0.32,LR,6.5,-9.5
Liberia,LBR,1991,0.37,LR,6.5,-9.5
Liberia,LBR,1992,0.38,LR,6.5,-9.5
Liberia,LBR,1993,0.37,LR,6.5,-9.5
Liberia,LBR,1994,0.36,LR,6.5,-9.5
Liberia,LBR,1995,0.37,LR,6.5,-9.5
Liberia,LBR,1996,0.39,LR,6.5,-9.5
Liberia,LBR,1997,0.42,LR,6.5,-9.5
Liberia,LBR,1998,0.42,LR,6.5,-9.5
Liberia,LBR,1999,0.42,LR,6.5,-9.5
Liberia,LBR,2000,0.42,LR,6.5,-9.5
Liberia,LBR,2001,0.43,LR,6.5,-9.5
Liberia,LBR,2002,0.42,LR,6.5,-9.5
Liberia,LBR,2003,0.43,LR,6.5,-9.5
Liberia,LBR,2004,0.49,LR,6.5,-9.5
Liberia,LBR,2005,0.52,LR,6.5,-9.5
Liberia,LBR,2006,0.55,LR,6.5,-9.5
Liberia,LBR,2007,0.58,LR,6.5,-9.5
Liberia,LBR,2008,0.6,LR,6.5,-9.5
Liberia,LBR,2009,0.63,LR,6.5,-9.5
Liberia,LBR,2010,0.67,LR,6.5,-9.5
Liberia,LBR,2011,0.69,LR,6.5,-9.5
Liberia,LBR,2012,0.72,LR,6.5,-9.5
Liberia,LBR,2013,0.75,LR,6.5,-9.5
Liberia,LBR,2014,0.63,LR,6.5,-9.5
Liberia,LBR,2015,0.71,LR,6.5,-9.5
Liberia,LBR,2016,0.78,LR,6.5,-9.5
Liberia,LBR,2017,0.81,LR,6.5,-9.5
Liberia,LBR,2018,0.84,LR,6.5,-9.5
Liberia,LBR,2019,0.87,LR,6.5,-9.5
Niger,NER,1990,0.23,NE,16,8
Niger,NER,1991,0.22,NE,16,8
Niger,NER,1992,0.23,NE,16,8
Niger,NER,1993,0.23,NE,16,8
Niger,NER,1994,0.24,NE,16,8
Niger,NER,1995,0.24,NE,16,8
Niger,NER,1996,0.24,NE,16,8
Niger,NER,1997,0.25,NE,16,8
Niger,NER,1998,0.26,NE,16,8
Niger,NER,1999,0.26,NE,16,8
Niger,NER,2000,0.27,NE,16,8
